,text,noun,Nletters,frequency,synsets,labels
25770,sty,1,3,366,2,8.65
25771,stygian,0,7,42,2,15.33
25772,style,1,5,26569,12,7.58
25773,styling,1,7,603,3,8.42
25774,stylish,0,7,1576,2,8.39
25775,stylist,1,7,928,2,8.6
25776,stylistic,0,9,88,1,11.58
25777,stylization,1,11,14,1,12.83
25778,stylize,0,7,7,1,14.95
25779,stylized,0,8,135,2,12.11
25780,stylus,1,6,71,2,12.74
25781,styrene,1,7,52,1,13.88
25782,suave,0,5,541,2,11.05
25783,suavity,1,7,11,1,13.4
25784,sub,1,3,5460,3,6.55
25785,subaltern,1,9,49,2,15.88
25786,subarachnoid,0,12,87,1,16.25
25787,subatomic,0,9,494,2,12.94
25788,subbasement,1,11,60,1,12.36
25789,subchapter,1,10,10,1,11.5
25790,subcommittee,1,12,403,1,11.95
25791,subcompact,1,10,20,1,15.06
25792,subconscious,1,12,2095,2,11.71
25793,subcontinent,1,12,146,1,12.32
25794,subcontract,1,11,52,3,14.79
25795,subcontractor,1,13,128,1,11.81
25796,subculture,1,10,141,1,14.82
25797,subcutaneous,0,12,197,1,14.09
25798,subdivide,0,9,22,2,12.74
25799,subdivision,1,11,185,5,10.3
25800,subdominant,0,11,6,1,14
25801,subdue,0,6,731,6,11.17
25802,subdural,0,8,313,1,16.87
25803,subfloor,1,8,17,1,12.41
25804,subfreezing,0,11,12,1,10.53
25805,subhead,1,7,8,1,12.23
25806,subhuman,1,8,157,2,12.19
25807,subject,1,7,24820,15,7.3
25808,subjection,1,10,45,2,12.56
25809,subjective,0,10,695,2,12.26
25810,subjectivity,1,12,70,1,14.67
25811,subjugate,0,9,165,2,13.75
25812,subjugation,1,11,144,3,15.86
25813,subjunctive,1,11,75,2,13.5
25814,sublease,0,8,20,2,15
25815,sublet,1,6,352,2,15.25
25816,sublevel,1,8,109,1,13.94
25817,sublimate,0,9,84,7,13
25818,sublimation,1,11,68,2,13.8
25819,sublime,0,7,1466,6,13.76
25820,subliminal,0,10,374,1,11.89
25821,sublimity,1,9,20,1,15
25822,sublingual,0,10,37,1,15.47
25823,submachine,1,10,159,1,11.93
25824,submarine,1,9,4164,8,7.94
25825,submariner,1,10,72,1,11
25826,submerge,0,8,296,4,8.68
25827,submergence,1,11,18,1,15
25828,submerse,1,8,7,2,11
25829,submersible,0,11,291,3,11.5
25830,submersion,1,10,48,2,11.37
25831,submission,1,10,1260,7,11.33
25832,submissive,0,10,647,2,12.9
25833,submit,0,6,4796,10,8.58
25834,submitter,1,9,2,2,10.6
25835,subnet,1,6,34,1,15.33
25836,subnormal,0,9,60,2,12.33
25837,suborbital,0,10,36,2,15.41
25838,subordinate,0,11,766,7,14.72
25839,subordination,1,13,48,5,12.75
25840,suborn,0,6,40,3,11.14
25841,subornation,1,11,10,2,12.88
25842,subpar,1,6,126,1,11.94
25843,subparagraph,0,12,18,1,11
25844,subplot,1,7,52,1,10.94
25845,subpoena,1,8,2014,2,14.27
25846,subroutine,1,10,116,1,14
25847,subscribe,0,9,631,5,9.84
25848,subscriber,1,10,333,3,9.94
25849,subscription,1,12,850,4,10.37
25850,subsection,1,10,248,1,14.05
25851,subsequent,0,10,892,1,13.05
25852,subservience,1,12,60,3,13.87
25853,subservient,0,11,221,3,14.07
25854,subset,1,6,96,1,11.67
25855,subside,0,7,339,4,10.44
25856,subsidiary,1,12,408,3,15.11
25857,subsidy,1,9,306,1,12.44
25858,subsiding,0,9,88,5,12.44
25859,subsidize,0,9,186,2,14
25860,subsidized,0,10,153,3,14.84
25861,subsist,0,7,71,1,12.54
25862,subsistence,1,11,115,3,13.18
25863,subsoil,1,7,32,1,11.12
25864,subsonic,0,8,69,1,14.35
25865,subspace,1,8,1060,1,13.14
25866,subspecialty,1,12,7,1,14
25867,substance,1,9,4986,7,9.68
25868,substandard,0,11,238,1,13.84
25869,substantial,0,11,2582,5,10.67
25870,substantiate,0,12,275,4,14.27
25871,substantiation,1,14,17,2,13.11
25872,substantive,0,11,129,4,15.05
25873,substation,1,10,361,1,12.81
25874,substitute,1,10,3607,9,7.06
25875,substitution,1,12,354,2,8.85
25876,substratum,1,9,9,3,14.41695
25877,substrate,1,9,89,4,16
25878,substructure,1,12,43,2,13.89
25879,subsurface,1,10,106,1,15.3
25880,subsystem,1,9,53,1,12.88
25881,subterfuge,1,10,344,1,13.21
25882,subterranean,0,12,610,2,12.61
25883,subtext,1,7,460,1,13.5
25884,subtitle,1,8,2029,3,9.84
25885,subtle,0,6,4891,3,11.63
25886,subtleness,1,10,9,1,11.44
25887,subtlety,1,10,566,2,12.53
25888,subtotal,0,8,11,1,10
25889,subtract,0,8,473,2,6.53
25890,subtraction,1,11,115,2,6.28
25891,subtype,1,7,8,1,13.18
25892,suburb,1,6,738,1,9.52
25893,suburban,0,8,1390,1,11.56
25894,suburbanite,1,11,24,1,11.67
25895,suburbia,1,8,275,2,12.06
25896,subversion,1,10,233,2,14.31
25897,subversive,0,10,902,2,13.81
25898,subvert,0,7,222,4,13.21
25899,subway,1,6,6595,2,7.68
25900,subzero,1,7,107,1,11.72
25901,succedaneum,1,11,4,1,16.25
25902,succeed,0,7,10441,2,8.16
25903,success,1,7,25989,4,9.25
25904,successful,0,10,18352,1,8.56
25905,succession,1,10,1275,5,10.76
25906,successive,0,10,324,1,11.89
25907,successor,1,9,2467,3,12.24
25908,succinct,0,8,148,1,14.24
25909,succor,1,6,83,2,14.5
25910,succotash,1,9,132,1,10.2
25911,succubus,1,8,520,1,15.82
25912,succulent,0,9,409,2,12.32
25913,succumb,0,7,718,2,13
25914,such,0,4,261104,2,6.4242
25915,suchlike,0,8,79,1,13.36
25916,suck,0,4,22982,8,5.58
25917,sucker,1,6,6939,7,6.11
25918,suckerfish,1,10,24,1,11.24
25919,suckle,0,6,227,2,9.61
25920,sucrose,1,7,75,1,14
25921,suction,1,7,2208,4,9.42
25922,sudden,0,6,25262,1,6.669311
25923,suddenly,0,8,46833,3,7.38333
25924,suddenness,1,10,67,1,9.4
25925,suds,1,4,271,4,6.79
25926,sudsy,0,5,42,1,8.33
25927,sue,0,3,19375,2,11
25928,suede,1,5,747,2,10.5
25929,suet,1,4,123,1,11.25
25930,suffer,0,6,21496,11,8.89
25931,sufferance,1,10,71,2,12.71
25932,sufferer,1,8,183,2,9.26
25933,suffering,0,9,19819,17,7.4899
25934,suffice,0,7,1748,1,12.26
25935,sufficiency,1,11,65,3,12.26
25936,sufficient,0,10,3977,1,11
25937,suffix,1,6,53,2,9.16
25938,suffocate,0,9,1347,7,10.37
25939,suffocation,1,11,561,2,9.84
25940,suffrage,1,8,181,1,14.41
25941,suffragette,1,11,195,1,13.62
25942,suffragist,1,10,10,1,15
25943,sugar,1,5,26110,4,3.95
25944,sugarcane,1,9,322,2,7.63
25945,sugarcoat,1,9,294,2,10.75
25946,sugared,0,7,150,2,7
25947,sugarless,0,9,66,1,8.79
25948,sugarloaf,0,9,43,1,10.31
25949,sugarplum,1,9,167,1,7.94
25950,sugary,0,6,354,1,7.1
25951,suggest,0,7,28213,5,8.67
25952,suggestibility,1,14,24,1,12.95
25953,suggestible,0,11,121,1,11.16
25954,suggestion,1,10,6771,6,9.89
25955,suggestive,0,10,433,3,9.95
25956,suicidal,0,8,2286,1,11.17
25957,suicide,1,7,31261,2,10.16
25958,suit,1,4,42315,10,6.67
25959,suitability,1,11,102,1,10.65
25960,suitable,0,8,5346,2,9.78
25961,suitcase,1,8,8738,1,8.22
25962,suite,1,5,7680,4,9.37
25963,suitor,1,6,953,1,11.94
25964,sukiyaki,1,8,192,1,13.56
25965,sulfa,1,5,77,1,14.08
25966,sulfanilamide,1,13,10,1,18
25967,sulfate,1,7,237,2,14.24
25968,sulfide,1,7,151,1,13.06
25969,sulfite,1,7,7,1,14.88
25970,sulfonamide,1,11,7,1,16
25971,sulfur,1,6,967,2,13.6
25972,sulfuric,0,8,361,1,11.74
25973,sulk,0,4,782,2,7.84
25974,sulky,0,5,228,4,9.06
25975,sullen,0,6,395,2,11.59
25976,sully,0,7,2141,5,12.73
25977,sulphur,0,7,587,2,10.591087
25978,sulphuric,0,9,140,1,13.06
25979,sulphurous,0,10,62,3,13.2
25980,sultan,1,6,4102,1,9.24
25981,sultanate,1,9,51,1,15.64
25982,sultry,0,6,557,2,12.16
25983,sum,1,3,7265,8,7.1
25984,sumac,1,5,71,2,11.14
25985,summary,1,9,1188,3,8
25986,summarization,1,13,3,1,11.67
25987,summarize,0,9,474,2,10.74
25988,summation,1,9,337,4,13.59
25989,summer,1,6,45611,3,4.33
25990,summerhouse,1,11,216,1,10.33
25991,summertime,1,10,919,1,5.22
25992,summery,0,7,71,1,9.93
25993,summit,1,6,3601,4,10.11
25994,summon,0,6,3525,4,11.33
25995,summons,1,7,1591,8,12.2
25996,sumo,1,4,1363,1,9.81
25997,sump,1,4,162,3,13.92
25998,sumptuous,0,9,375,1,13.8
25999,sumptuousness,1,13,10,2,14.07
26000,sun,1,3,65448,7,3.4
26001,sunbath,1,7,42,1,9.6
26002,sunbathe,0,8,239,1,8.47
26003,sunbather,1,9,17,1,9.05
26004,sunbeam,1,7,221,1,6.43
26005,sunbelt,1,7,13,1,11.89
26006,sunbird,1,7,19,1,11.5
26007,sunburn,1,7,536,3,7.26
26008,sunburst,1,8,161,3,10.95
26009,sundae,1,6,711,1,5.11
26010,sunday,0,6,29282,2,5.440134
26011,sundeck,1,7,18,1,9.4
26012,sunder,0,6,386,1,14.5
26013,sundial,1,7,261,1,8.68
26014,sundown,1,7,1968,1,6.11
26015,sundowner,1,9,25,2,15
26016,sundress,1,8,74,1,9.32
26017,sundries,1,8,79,1,12.6
26018,sundry,0,6,204,1,13.05
26019,sunfish,1,7,60,3,9.44
26020,sunflower,1,9,821,1,6
26021,sunglass,1,8,64,1,5.28
26022,sunglasses,1,10,2949,2,5.56
26023,sunken,0,6,680,10,8.5
26024,sunlamp,1,7,20,1,12.06
26025,sunless,0,7,62,1,7.42
26026,sunlight,1,8,4270,1,5
26027,sunlit,0,6,120,1,8
26028,sunny,0,7,8377,1,6.17
26029,sunray,1,6,71,3,7.61
26030,sunrise,1,7,4083,4,5.72
26031,sunroof,1,7,230,1,11.15
26032,sunroom,1,7,77,1,9.37
26033,sunscreen,1,9,754,1,5.33
26034,sunset,1,6,6661,5,6.06
26035,sunshine,1,8,8645,3,4.58
26036,sunshiny,0,8,79,1,6.21
26037,sunspot,1,7,92,1,12.21
26038,sunstroke,1,9,290,1,9.78
26039,suntan,1,6,483,2,6.44
26040,suntanned,0,9,39,1,7.89
26041,sunup,1,5,376,1,8.07
26042,sup,0,3,1017,2,11.53
26043,super,0,5,33639,5,5.32
26044,superagency,1,11,2,1,16.08
26045,superb,0,6,3705,2,10
26046,supercargo,1,10,7,1,13.13
26047,supercharged,0,12,252,4,10.19
26048,supercharger,1,12,98,1,12.69
26049,supercilious,0,12,73,2,14.89
26050,supercomputer,1,13,242,1,12.44
26051,superconducting,0,15,74,1,14.06
26052,superconductivity,1,17,27,1,13.83
26053,superconductor,1,14,87,1,13.79
26054,supercritical,0,13,12,1,13.41
26055,superego,1,8,63,1,15.41
26056,superficial,0,11,1859,3,12.83
26057,superfluity,1,11,15,1,16.14
26058,superfluous,0,11,477,2,14.35
26059,superglue,0,9,193,1,7.21
26060,superheat,0,9,19,1,11.07
26061,superheated,0,11,160,1,10.15
26062,superhero,1,9,3484,1,5.4
26063,superhighway,1,12,98,2,11.11
26064,superhuman,0,10,791,1,7.67
26065,superimpose,0,11,81,1,12.53
26066,superimposition,1,15,24,1,13.17
26067,superintendant,1,14,201,1,9.88
26068,superintendent,1,14,4874,2,8.5
26069,superior,0,8,9444,13,9.84
26070,superiority,1,11,948,4,10.74
26071,superlative,0,11,136,4,12.89
26072,supermarket,1,11,4187,1,4.53
26073,supermodel,1,10,761,1,10.37
26074,supermom,1,8,39,1,10.33
26075,supernatural,0,12,3326,2,11.11
26076,supernormal,0,11,15,2,11.62
26077,supernova,1,9,903,1,10.83
26078,superoxide,1,10,3,2,14.67
26079,superposition,1,13,36,4,13.31
26080,superpower,1,10,829,1,7.53
26081,supersede,0,9,89,1,13.47
26082,supersensitive,0,14,28,1,12.91
26083,supersensory,0,12,1,1,12.94
26084,supersession,1,12,1,1,13.54
26085,superset,1,8,4,1,14.62
26086,supersize,0,9,66,1,9.16
26087,supersonic,0,10,545,2,10.12
26088,superstar,1,9,2925,1,10.16
26089,superstition,1,12,1829,1,10.35
26090,superstitious,0,13,1880,1,9.44
26091,superstore,1,10,116,1,10.5
26092,superstructure,1,14,134,1,13.12
26093,supertanker,1,11,25,1,12.12
26094,supervise,0,9,1321,2,11
26095,supervision,1,11,1858,1,8.9
26096,supervisor,1,10,4796,2,9.17
26097,supervisory,0,11,187,1,11.44
26098,superwoman,1,10,135,1,8.39
26099,supine,0,6,56,2,16.43
26100,supper,1,6,10144,2,6.32
26101,suppertime,1,10,224,1,3.58
26102,supplant,0,8,59,1,13.47
26103,supple,0,6,497,4,11.71
26104,supplement,1,10,815,6,11.45
26105,supplemental,0,12,536,2,12.63
26106,supplementary,0,13,236,2,12.06
26107,suppleness,1,10,29,3,11.12
26108,supplicant,1,10,41,3,11.93
26109,supplicate,0,10,28,3,16.11
26110,supplication,1,12,95,3,12.18
26111,supply,0,8,14396,7,8.73
26112,supplier,1,8,1761,1,10.05
26113,support,1,7,48351,22,8.53
26114,supportable,0,11,17,1,11.15
26115,supporter,1,9,1013,5,8.75
26116,supportive,0,10,3178,1,9.56
26117,suppose,0,7,73465,5,8.21
26118,supposed,0,8,153117,9,8.67
26119,supposition,1,11,311,3,12.23
26120,suppository,1,13,164,1,12
26121,suppress,0,8,1776,5,12.94
26122,suppressant,1,11,75,1,14.5
26123,suppresser,1,10,3,3,12.33
26124,suppression,1,11,542,4,11.68
26125,suppressive,0,11,77,1,13.3
26126,suppressor,1,10,79,3,12.85
26127,suppurate,0,9,5,2,16.6
26128,supremacist,1,11,157,1,13.89
26129,supremacy,1,9,596,1,13.11
26130,supreme,0,7,7809,4,8.47
26131,surcease,1,8,35,1,13.54
26132,surcharge,1,9,121,8,12.53
26133,surd,1,4,57,2,12.75
26134,sure,0,4,709390,10,4.85
26135,surefire,1,8,207,1,11.74
26136,surety,1,6,242,5,12.45
26137,surf,1,4,4333,4,7.4
26138,surface,1,7,19100,10,8.86
26139,surfactant,0,10,21,1,16
26140,surfeit,1,7,49,5,13.22
26141,surfer,1,6,1249,1,7.58
26142,surge,1,5,2093,8,9.82
26143,surgeon,1,7,10278,1,8.58
26144,surgery,1,9,27630,4,7.68
26145,surgical,0,8,3735,3,10.61
26146,surly,0,7,524,1,11.47
26147,surliness,1,9,9,1,14.08
26148,surmise,0,7,339,3,12.72
26149,surmount,0,8,60,4,13.6
26150,surmountable,0,12,6,2,13.19
26151,surname,1,7,2031,1,12.22
26152,surpass,0,7,667,4,11
26153,surplice,1,8,31,1,15.3
26154,surplus,0,7,1120,2,11.33
26155,surprise,1,8,62170,6,5.47
26156,surprised,0,9,43018,4,6.63
26157,surprising,0,10,7235,4,7.63
26158,surreal,0,7,1117,2,13.72
26159,surrealism,1,10,180,1,13.94
26160,surrealist,0,10,201,1,14
26161,surrealistic,0,12,73,1,13.53
26162,surrender,0,9,13513,6,7.61
26163,surreptitious,0,13,48,2,14.33
26164,surrogacy,1,9,257,1,14.94
26165,surrogate,1,9,1414,3,14.88
26166,surround,0,8,2828,5,8.05
26167,surroundings,1,12,1983,6,7.28
26168,surtax,1,6,16,2,15.57
26169,surveillance,1,12,12526,1,11.33
26170,survey,1,6,3561,9,11.26
26171,surveyor,1,8,656,2,11.67
26172,survivability,1,13,67,1,11.7
26173,survivable,0,10,114,1,10.89
26174,survival,1,8,9752,3,8.47
26175,survivalist,1,11,158,1,12.53
26176,survive,0,7,31440,4,7.11
26177,survivor,1,8,5895,3,7.95
26178,survivorship,1,12,15,1,13.47
26179,susceptibility,1,16,60,1,14.47
26180,susceptible,0,11,880,2,9.94
26181,sushi,1,5,4133,1,11.19
26182,suspect,1,7,38365,6,8.58
26183,suspend,0,7,1758,6,9.11
26184,suspender,1,9,69,1,7.39
26185,suspense,1,8,1579,3,9.53
26186,suspenseful,0,11,4752,1,11.11
26187,suspension,1,10,3141,7,10.11
26188,suspensor,1,9,3,1,12.14
26189,suspicion,1,9,6424,4,10.21
26190,suspicious,0,10,14279,2,7.56
26191,suspiciousness,1,14,12,1,10.68
26192,sustain,0,7,2289,7,10.39
26193,sustainability,1,14,213,1,13.45
26194,sustainable,0,11,818,1,12.74
26195,sustainer,1,9,16,1,10.94
26196,sustenance,1,10,547,3,13.18
26197,susurration,1,11,2,2,12
26198,suture,1,6,948,4,14.61
26199,svelte,1,6,89,3,15.36
26200,swab,0,4,1416,4,8.94
26201,swaddle,0,7,84,1,10.24
26202,swaddling,1,9,117,1,10.89
26203,swag,1,4,749,6,12.95
26204,swagger,1,7,860,6,12
26205,swallow,0,7,8357,11,5.17
26206,swallower,1,9,66,1,10.25
26207,swallowtail,0,11,40,1,12.55
26208,swim,0,4,20171,6,4.17
26209,swami,1,5,893,1,11.14
26210,swamp,1,5,5516,4,7.95
26211,swampland,1,9,74,1,8.17
26212,swampy,0,6,288,1,7.84
26213,swan,0,4,4489,4,6.31763
26214,swank,1,5,267,3,9.73
26215,swanky,0,8,398,1,11.78
26216,swap,0,4,3897,3,7.53
26217,swarm,1,5,1338,4,8.68
26218,swarthy,0,7,174,1,12.69
26219,swash,1,5,37,5,11.57
26220,swashbuckler,1,12,53,1,11.18
26221,swashbuckling,0,13,75,2,11.88
26222,swastika,1,8,470,1,10.53
26223,swat,1,4,2575,2,7.25
26224,swatch,1,6,148,1,10.74
26225,swath,1,5,123,2,13.38
26226,swathe,0,7,58,2,12.061753
26227,swatter,1,7,96,2,11.43
26228,sway,0,4,2723,6,9.58
26229,swayback,1,8,15,1,13.58
26230,swear,0,5,66157,5,7.21
26231,sweat,1,5,13581,5,7.26
26232,sweatband,1,9,29,2,9.8
26233,sweatbox,1,8,59,2,11.94
26234,sweater,1,7,6711,2,5.22
26235,sweathouse,1,10,2,1,12.28
26236,sweaty,0,8,3759,1,5.94
26237,sweatpants,1,10,488,1,6.53
26238,sweatshirt,1,10,1020,1,5
26239,sweatshop,1,9,346,1,11.33
26240,sweep,0,5,7003,15,4.2
26241,sweeper,1,7,550,3,8.22
26242,sweepstake,1,10,72,1,10.67
26243,sweet,0,5,94057,16,4.53
26244,sweetcorn,0,9,30,1,7.319388
26245,sweeten,0,7,610,2,7.78
26246,sweetener,1,9,247,2,9.65
26247,sweetheart,1,10,36907,4,6.26
26248,sweetie,1,7,31295,1,6.55
26249,sweetness,1,9,2024,4,6.89
26250,sweetshop,1,9,21,1,7.82
26251,swell,0,5,7434,11,7.42
26252,swellfish,1,9,4,1,10.33
26253,swellhead,1,9,8,1,12.31
26254,swelter,0,7,56,2,11.74
26255,swerve,0,6,427,3,8.69
26256,swift,0,5,3583,5,7.79
26257,swiftness,1,9,87,1,9.5
26258,swig,1,4,460,3,9.89
26259,swill,1,5,428,3,14
26260,swimmer,1,7,1568,2,5.11
26261,swimming,1,8,14648,8,4.58
26262,swimmy,0,6,39,1,8.15
26263,swimsuit,1,8,1204,1,5.61
26264,swimwear,1,8,146,1,5.16
26265,swindle,1,7,706,2,11.06
26266,swindler,1,8,763,1,11.67
26267,swine,1,5,4083,1,10.7
26268,swing,0,5,15079,22,4.16
26269,swinger,1,7,280,2,13.74
26270,swingman,1,8,1,1,12
26271,swingy,0,6,8,1,8.5
26272,swinish,0,7,53,2,11.11
26273,swipe,0,5,1308,3,9.63
26274,swirl,1,5,631,3,6.67
26275,swish,0,5,596,3,9.89
26276,swishy,0,6,66,1,9.11
26277,switch,0,6,21862,14,4.78
26278,switchback,1,10,49,1,12.38
26279,switchblade,1,11,296,1,10.32
26280,switchboard,1,11,795,1,8.56
26281,switcheroo,1,10,169,1,8.41
26282,switchover,1,10,21,1,10.63
26283,swivel,0,6,402,2,9.53
26284,swizzle,1,7,111,1,10.42
26285,swoon,0,5,455,2,12.17
26286,swoony,0,6,9,1,12.82
26287,swoop,0,5,1175,6,6.11
26288,swoosh,0,6,203,2,7.17
26289,sword,1,5,27928,1,5.45
26290,swordfish,1,9,394,2,9.33
26291,swordplay,1,9,287,1,10
26292,swordsman,1,9,1307,1,9.78
26293,swordsmanship,1,13,388,1,11.17
26294,swordswoman,1,11,21,1,9.62
26295,sybarite,1,8,6,1,18
26296,sycamore,1,8,387,4,11.12
26297,sycophant,1,9,119,1,15.89
26298,sycophantic,0,11,53,2,17.17
26299,syllable,1,8,554,1,8.1
26300,syllabus,1,8,350,1,13.74
26301,syllogism,1,9,47,1,15
26302,sylvan,0,6,116,2,13
26303,sym,1,3,15,1,14.29
26304,symbiosis,1,9,204,1,14.67
26305,symbiotic,0,9,273,1,14.41
26306,symbol,1,6,9490,2,7.26
26307,symbolic,0,8,1937,3,10.37
26308,symbolism,1,9,554,3,10.74
26309,symbolize,0,9,418,2,9.76
26310,symmetric,0,9,78,1,10
26311,symmetrical,0,11,580,2,10.83
26312,symmetry,1,10,773,3,11.39
26313,sympathetic,0,11,2573,6,9.39
26314,sympathy,1,10,6115,3,8.79
26315,sympathize,0,10,1142,3,9.42
26316,sympathizer,1,11,213,2,13.11
26317,symphonic,0,9,152,2,13.47
26318,symphony,1,10,2251,2,8.33
26319,symposium,1,9,502,1,14.82
26320,symptom,1,7,1348,2,8.68
26321,symptomatic,0,11,247,2,11.26
26322,synagogue,1,9,910,1,11.73
26323,synapse,1,7,142,1,14.88
26324,synaptic,0,8,304,1,16.8
26325,sync,1,4,10168,1,13.22
26326,synchromesh,1,11,5,1,14.14
26327,synchronicity,1,13,163,1,14.47
26328,synchronistic,0,13,8,1,14.62
26329,synchronization,1,15,301,3,12.74
26330,synchronize,0,11,400,6,11.53
26331,synchronizer,1,12,85,1,13.83
26332,synchronous,0,11,79,2,16.19
26333,syncopate,0,9,15,2,13
26334,syncopation,1,11,66,3,12
26335,syncope,1,7,110,2,15.8
26336,syndicate,1,9,1915,6,15.42
26337,syndication,1,11,140,2,14.65
26338,syndrome,1,8,4403,2,11.72
26339,synecdoche,1,10,5,1,15.09
26340,synergy,1,9,388,1,14.76
26341,synergistic,0,11,23,3,16.06
26342,synod,1,5,332,1,14.3
26343,synonym,1,7,134,1,8.32
26344,synonymous,0,10,455,1,11.53
26345,synopsis,1,8,174,1,12.67
26346,synoptic,0,8,14,2,14.46
26347,synovial,0,8,24,1,16
26348,syntax,1,6,277,3,14.74
26349,synthesis,1,9,313,3,11.79
26350,synthesize,0,10,249,2,13.32
26351,synthesizer,1,11,311,2,10.89
26352,synthetic,0,9,1904,7,10.68
26353,syphilis,1,8,1293,1,14.67
26354,syphilitic,0,10,116,2,17.29
26355,syringe,1,7,1804,2,10.63
26356,syrup,1,5,3144,1,5.42
26357,syrupy,0,6,54,3,7
26358,system,1,6,73678,9,9.9
26359,systematic,0,10,602,2,12.11
26360,systemic,0,8,277,1,14.26
26361,systemize,0,9,3,1,13.67
26362,systolic,0,8,511,1,17.23
26363,tab,1,3,3719,5,9.33
26364,tabernacle,1,10,213,3,10.5
26365,table,1,5,67702,8,4.39
26366,tableau,1,7,227,2,12.75
26367,tablecloth,1,10,654,1,6.26
26368,tablespoon,1,10,156,2,6.63
26369,tablespoonful,1,13,14,1,7.58
26370,tablet,1,6,2529,4,6.83
26371,tabletop,1,8,94,1,4.79
26372,tableware,1,9,86,1,7.56
26373,tabloid,0,7,869,2,10.95
26374,taboo,1,5,1080,5,12.26
26375,tabula,1,6,62,1,13.92
26376,tabulate,0,8,21,2,13.33
26377,tabulation,1,10,35,2,14.5
26378,tachometer,1,10,38,1,14.36
26379,tachycardia,1,11,205,1,16.18
26380,tachyon,1,7,256,1,17.89
26381,tacit,0,5,135,1,12.44
26382,taciturn,0,8,111,1,14.85
26383,tack,1,4,1308,12,6.63
26384,tacky,0,8,1619,2,9.26
26385,tackiness,1,9,9,2,9.68
26386,tackle,0,6,3336,8,9.3
26387,tackler,1,7,27,1,11.58
26388,taco,1,4,3322,2,7.72
26389,taconite,1,8,3,1,11.29
26390,tact,1,4,723,1,10.42
26391,tactful,0,7,399,2,10.16
26392,tactic,1,6,1718,1,11
26393,tactical,0,8,3095,1,11.75
26394,tactician,1,9,130,1,14.85
26395,tactics,1,7,3515,3,9.402877
26396,tactile,0,7,258,2,15.6
26397,tactless,0,8,252,2,12.28
26398,tad,1,3,2617,1,9.32
26399,tadpole,1,7,436,1,6.37
26400,taffeta,1,7,198,1,14.38
26401,taffy,1,7,706,1,7.44
26402,taffrail,1,8,4,1,18
26403,tag,1,3,8276,10,5
26404,tagalong,1,8,31,1,9.06
26405,tagger,1,6,132,3,10.12
26406,tai,1,3,2960,5,13.78
26407,tail,1,4,16347,11,3.7
26408,tailback,1,8,89,2,12.42
26409,tailbone,1,8,101,1,9.19
26410,tailcoat,1,8,90,1,12.33
26411,tailgate,1,8,294,2,11.28
26412,tailgater,1,9,12,1,12.85
26413,tailless,0,8,28,1,7.94
26414,taillight,1,9,351,1,9.33
26415,tailor,1,6,2872,4,9.83
26416,tailpipe,1,8,190,1,8.95
26417,tailspin,1,8,162,2,9.05
26418,tailwind,1,8,81,1,13.71
26419,taint,1,5,630,3,9.84
26420,taka,1,4,296,1,17.4
26421,take,0,4,1312232,44,4.37
26422,takeaway,1,8,549,3,9.06
26423,takedown,1,8,453,2,11.5
26424,takeoff,1,7,1429,4,7.35
26425,takeout,1,7,970,3,8.27
26426,takeover,1,8,1241,2,10.16
26427,taker,1,5,674,2,7.9
26428,talc,1,4,136,2,10.25
26429,talcum,1,6,349,2,10
26430,tale,1,4,9672,2,6.32
26431,talebearer,1,10,5,1,11.4
26432,talent,1,6,20450,2,7
26433,talented,0,8,9970,1,8.25
26434,talentless,0,10,236,1,9.68
26435,talisman,1,8,1242,1,12.67
26436,talk,0,4,567036,11,3.68
26437,talkative,0,9,1053,3,8
26438,talkativeness,1,13,11,1,8.47
26439,talker,1,6,1198,1,5.74
26440,talkie,1,6,220,1,10.07
26441,talky,0,5,196,1,9.79
26442,tall,0,4,21737,5,4.95
26443,tallboy,1,7,71,1,12.43
26444,tally,0,7,1522,7,10.16
26445,tallish,0,7,30,1,9.06
26446,tallness,1,8,14,2,7.28
26447,tallow,1,6,117,1,10.56
26448,talon,1,5,741,1,10.53
26449,talus,1,5,93,2,16.08
26450,tamale,1,6,209,2,10.56
26451,tamarind,1,8,196,2,14.86
26452,tamarisk,1,8,13,1,15.14
26453,tambourine,1,10,576,1,6.53
26454,tame,0,4,2526,9,7.58
26455,tamer,1,5,386,5,11.06
26456,tamp,0,4,96,2,15.62
26457,tamper,0,6,562,3,11.26
26458,tamperproof,0,11,8,1,13.69
26459,tampon,1,6,718,2,12.11
26460,tan,1,3,5980,6,7.05
26461,tanager,1,7,18,1,13.7
26462,tanbark,1,7,2,1,12.29
26463,tandem,1,6,483,3,11.65
26464,tang,1,4,3368,7,9.11
26465,tangelo,1,7,24,2,14.38
26466,tangent,1,7,219,2,12.16
26467,tangential,0,10,50,2,13.73
26468,tangerine,0,9,572,4,8.15
26469,tangible,0,8,953,4,11.61
26470,tanginess,1,9,11,1,10.42
26471,tangle,0,6,718,6,6.32
26472,tango,1,5,3595,3,10.67
26473,tangy,0,5,226,1,8.65
26474,tank,1,4,16273,8,7.17
26475,tankard,1,7,139,1,12.92
26476,tanker,1,6,1252,2,9.05
26477,tannery,1,9,132,1,13.4
26478,tannic,0,6,38,1,14.75
26479,tansy,1,5,281,1,12.43
26480,tantalize,0,9,66,1,12.89
26481,tantalizer,1,10,2,1,13.56
26482,tantalum,1,8,93,1,16.5
26483,tantamount,0,10,237,1,15.21
